1.63E+12,-1.08,6.833,7.032,0,,,,,,,,,,,,,
1.63E+12,-1.418,6.926,6.637,0,,,,,,,,,,,,,
1.63E+12,-1.856,7.867,7.161,0,,,,,,,,,,,,,
1.63E+12,-1.64,6.697,6.378,0,,,,,,,,,,,,,
1.63E+12,-1.425,6.761,6.809,0,,,,,,,,,,,,,
1.63E+12,-1.511,6.898,7.061,0,,,,,,,,,,,,,
1.63E+12,-1.827,6.941,6.78,0,,,,,,,,,,,,,
1.63E+12,-1.597,5.382,7.477,0,,,,,,,,,,,,,
1.63E+12,-1.942,4.649,7.19,0,,,,,,,,,,,,,
1.63E+12,0.413,4.728,8.195,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.937,8.375,0,,,,,,,,,,,,,
1.63E+12,-0.505,5.016,8.389,0,,,,,,,,,,,,,
1.63E+12,-0.477,5.037,8.375,0,,,,,,,,,,,,,
1.63E+12,-0.462,5.016,8.267,0,,,,,,,,,,,,,
1.63E+12,-0.426,5.001,8.476,0,,,,,,,,,,,,,
1.63E+12,-0.441,5.037,8.375,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.987,8.397,0,,,,,,,,,,,,,
1.63E+12,-0.52,5.109,8.303,0,,,,,,,,,,,,,
1.63E+12,-0.462,4.965,8.303,0,,,,,,,,,,,,,
1.63E+12,-0.383,5.037,8.418,0,,,,,,,,,,,,,
1.63E+12,-0.39,5.102,8.282,0,,,,,,,,,,,,,
1.63E+12,-0.369,5.095,8.267,0,,,,,,,,,,,,,
1.63E+12,-0.433,5.131,8.303,0,,,,,,,,,,,,,
1.63E+12,-0.39,5.116,8.31,0,,,,,,,,,,,,,
1.63E+12,-0.347,5.037,8.332,0,,,,,,,,,,,,,
1.63E+12,-0.376,5.037,8.411,0,,,,,,,,,,,,,
1.63E+12,-0.62,4.657,8.404,0,,,,,,,,,,,,,
1.63E+12,-0.635,4.807,8.727,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.721,8.583,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.714,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.728,8.562,0,,,,,,,,,,,,,
1.63E+12,-0.448,4.7,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.7,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.693,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.426,4.714,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.628,8.389,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.779,8.562,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.714,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.7,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.685,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.721,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.743,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.721,8.511,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.678,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.657,8.562,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.678,8.648,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.693,8.605,0,,,,,,,,,,,,,
1.63E+12,-0.347,4.678,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.721,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.728,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.7,8.533,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.714,8.648,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.693,8.626,0,,,,,,,,,,,,,
1.63E+12,-0.369,4.657,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.721,8.562,0,,,,,,,,,,,,,
1.63E+12,-0.426,4.714,8.77,0,,,,,,,,,,,,,
1.63E+12,-0.369,4.7,8.511,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.693,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.757,8.619,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.728,8.519,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.728,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.678,8.662,0,,,,,,,,,,,,,
1.63E+12,-0.462,4.879,8.662,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.714,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.721,8.619,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.7,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.75,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.685,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.369,4.757,8.497,0,,,,,,,,,,,,,
1.63E+12,-0.283,4.527,8.519,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.721,8.519,0,,,,,,,,,,,,,
1.63E+12,-0.369,4.721,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.685,8.641,0,,,,,,,,,,,,,
1.63E+12,-0.426,4.685,8.511,0,,,,,,,,,,,,,
1.63E+12,-0.455,4.75,8.497,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.743,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.7,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.693,8.619,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.7,8.626,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.721,8.533,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.714,8.705,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.764,8.468,0,,,,,,,,,,,,,
1.63E+12,-0.333,4.678,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.693,8.605,0,,,,,,,,,,,,,
1.63E+12,-0.405,4.728,8.511,0,,,,,,,,,,,,,
1.63E+12,-0.39,4.714,8.605,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.728,8.511,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.764,8.669,0,,,,,,,,,,,,,
1.63E+12,-0.426,4.815,8.468,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.757,8.49,0,,,,,,,,,,,,,
1.63E+12,-0.34,4.635,8.792,0,,,,,,,,,,,,,
1.63E+12,-0.319,4.657,8.662,0,,,,,,,,,,,,,
1.63E+12,-0.448,4.872,8.641,0,,,,,,,,,,,,,
1.63E+12,-0.326,4.585,8.648,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.635,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.685,8.669,0,,,,,,,,,,,,,
1.63E+12,-0.319,4.628,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.319,4.614,8.648,0,,,,,,,,,,,,,
1.63E+12,-0.369,4.721,8.583,0,,,,,,,,,,,,,
1.63E+12,-0.347,4.693,8.626,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.693,8.648,0,,,,,,,,,,,,,
1.63E+12,-0.376,4.728,8.49,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.714,8.713,0,,,,,,,,,,,,,
1.63E+12,-0.326,4.685,8.662,0,,,,,,,,,,,,,
1.63E+12,-0.34,4.649,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.261,4.635,8.397,0,,,,,,,,,,,,,
1.63E+12,-0.319,4.693,8.562,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.7,8.626,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.714,8.576,0,,,,,,,,,,,,,
1.63E+12,-0.362,4.7,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.383,4.851,8.375,0,,,,,,,,,,,,,
1.63E+12,-0.548,4.908,8.454,0,,,,,,,,,,,,,
1.63E+12,-0.491,4.786,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.628,8.583,0,,,,,,,,,,,,,
1.63E+12,-0.433,4.693,8.626,0,,,,,,,,,,,,,
1.63E+12,-0.448,4.728,8.54,0,,,,,,,,,,,,,
1.63E+12,-0.398,4.664,8.583,0,,,,,,,,,,,,,
1.63E+12,-0.419,4.693,8.555,0,,,,,,,,,,,,,
1.63E+12,-0.426,4.678,8.598,0,,,,,,,,,,,,,
1.63E+12,-0.441,4.75,8.619,0,,,,,,,,,,,,,
1.63E+12,-0.304,4.822,8.346,0,,,,,,,,,,,,,
1.63E+12,0.442,2.954,11.772,0,,,,,,,,,,,,,
1.63E+12,0.305,3.558,9.086,0,,,,,,,,,,,,,
1.63E+12,0.262,3.687,9.144,0,,,,,,,,,,,,,
1.63E+12,0.262,3.723,9.072,0,,,,,,,,,,,,,
1.63E+12,0.241,3.752,9.093,0,,,,,,,,,,,,,
1.63E+12,0.205,3.651,9.172,0,,,,,,,,,,,,,
1.63E+12,0.234,3.651,8.935,0,,,,,,,,,,,,,
1.63E+12,0.147,3.658,9.151,0,,,,,,,,,,,,,
1.63E+12,0.183,3.637,9.108,0,,,,,,,,,,,,,
1.63E+12,0.162,3.658,9.172,0,,,,,,,,,,,,,
1.63E+12,0.176,3.673,9.086,0,,,,,,,,,,,,,
1.63E+12,0.248,3.694,8.641,0,,,,,,,,,,,,,
1.63E+12,0.291,3.601,9.144,0,,,,,,,,,,,,,
1.63E+12,-0.139,3.823,9.302,0,,,,,,,,,,,,,
1.63E+12,-0.261,4.204,9.452,0,,,,,,,,,,,,,
1.63E+12,0.183,3.845,9.589,0,,,,,,,,,,,,,
1.63E+12,0.736,3.981,9.524,0,,,,,,,,,,,,,
1.63E+12,1.074,3.163,8.389,0,,,,,,,,,,,,,
1.63E+12,0.313,3.428,9.546,0,,,,,,,,,,,,,
1.63E+12,0.55,3.471,9.208,0,,,,,,,,,,,,,
1.63E+12,0.499,3.694,9.05,0,,,,,,,,,,,,,
1.63E+12,0.449,3.694,9.108,0,,,,,,,,,,,,,
1.63E+12,0.463,3.665,9.093,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
